,planno,parcelno,coords,lat,lon,area,id
666,1324,251/1,"{'type': 'Polygon', 'coordinates': [[[24.739616725867055, 46.67181007513044], [24.739851149171116, 46.67166465070697], [24.739859338091964, 46.67168410391944], [24.739909518217914, 46.67180331378381], [24.739666951052637, 46.67192928441667], [24.739616725867055, 46.67181007513044]]]}",24.73975340137796,46.67178358384796,324.1275646482515,667
667,1324,252/1,"{'type': 'Polygon', 'coordinates': [[[24.748402500253963, 46.67682127091895], [24.748355178002598, 46.67670962021763], [24.748568317765322, 46.676601860006265], [24.748615638282285, 46.676713510843314], [24.748402500253963, 46.67682127091895]]]}",24.748468826911626,46.67673350658102,245.68787568672846,668
668,1324,483,"{'type': 'Polygon', 'coordinates': [[[24.748074339916954, 46.6716646873151], [24.747980489581792, 46.67144199990039], [24.748160213716332, 46.67135187513483], [24.7482538809329, 46.67157455839056], [24.748074339916954, 46.6716646873151]]]}",24.748108652812988,46.67153956161121,411.9929747970947,669
669,1324,75/3,"{'type': 'Polygon', 'coordinates': [[[24.749208015988046, 46.683978286951245], [24.749302147576305, 46.684202924792224], [24.749203680707435, 46.68425240326428], [24.749109549184784, 46.68402776557259], [24.749208015988046, 46.683978286951245]]]}",24.749206281888924,46.68408793350632,227.6349540610899,670
670,1324,808,"{'type': 'Polygon', 'coordinates': [[[24.740792359283684, 46.67037060309345], [24.740671190340848, 46.67007993757243], [24.740913448205934, 46.66995704777014], [24.741034706084097, 46.67024761114304], [24.740792359283684, 46.67037060309345]]]}",24.740840812639647,46.67020516053451,725.496497283618,671
671,1324,972,"{'type': 'Polygon', 'coordinates': [[[24.743142906679207, 46.67141218397711], [24.743071748987543, 46.671241291901815], [24.743276273207584, 46.67113759596606], [24.74334752132368, 46.67130848553005], [24.743142906679207, 46.67141218397711]]]}",24.74319627137545,46.67130234827042,360.0474743766032,672
672,1324,310,"{'type': 'Polygon', 'coordinates': [[[24.73809586545169, 46.67061628247285], [24.738004456261194, 46.67039542519653], [24.738200947741156, 46.67029602753864], [24.73829235707241, 46.67051688411943], [24.73809586545169, 46.67061628247285]]]}",24.738137898395628,46.67048818036006,446.27533055855497,673
673,1324,438,"{'type': 'Polygon', 'coordinates': [[[24.736231501654252, 46.67210478578901], [24.73616052971081, 46.67193621395376], [24.73637000559002, 46.67182864684996], [24.736441703263594, 46.67199692215686], [24.736231501654252, 46.67210478578901]]]}",24.736287048374585,46.67199427090772,365.8510450468623,674
674,1324,351,"{'type': 'Polygon', 'coordinates': [[[24.759830344319383, 46.677738856298056], [24.759740851405144, 46.67752029931554], [24.75987966410583, 46.677450136138816], [24.75997184566964, 46.67766411967877], [24.759830344319383, 46.677738856298056]]]}",24.759850609963873,46.677622453545844,313.6714584624173,675
675,1324,364,"{'type': 'Polygon', 'coordinates': [[[24.759071083256554, 46.677468061089705], [24.75926695086718, 46.67737050770965], [24.759364682677553, 46.67760310944674], [24.759171760395642, 46.67770039852878], [24.759071083256554, 46.677468061089705]]]}",24.7591891120907,46.67752202757292,466.39362451183916,676
676,1324,682,"{'type': 'Polygon', 'coordinates': [[[24.742841874947448, 46.667244867550615], [24.742752202627514, 46.667035060523126], [24.743012839305475, 46.666908032187465], [24.743102053526393, 46.66711812710553], [24.742841874947448, 46.667244867550615]]]}",24.74291016907085,46.66711019098346,561.4401778251599,677
677,1324,934/2,"{'type': 'Polygon', 'coordinates': [[[24.768750698043565, 46.68491450023443], [24.768704631707458, 46.6848059628943], [24.768877261413795, 46.68471878675787], [24.768923328708585, 46.684827324236245], [24.768750698043565, 46.68491450023443]]]}",24.768801323583393,46.68483621487145,193.42279199405596,678
678,1324,1082,"{'type': 'Polygon', 'coordinates': [[[24.772637248427394, 46.686551044756044], [24.772572922463, 46.686394110448646], [24.772556494632376, 46.686354100385934], [24.77274920776255, 46.68625507949434], [24.77276755066754, 46.68629829280087], [24.772830155339637, 46.68645062151819], [24.772637248427394, 46.686551044756044]]]}",24.77267868967427,46.686407756308576,390.5485251425903,679
679,1324,71/2,"{'type': 'Polygon', 'coordinates': [[[24.76169885519787, 46.67948139566446], [24.761575952316505, 46.67918960568214], [24.761659571739326, 46.679147361960084], [24.76178247469354, 46.67943915210674], [24.76169885519787, 46.67948139566446]]]}",24.761683141829014,46.679347782215565,251.5824489486169,680
680,1324,73/2,"{'type': 'Polygon', 'coordinates': [[[24.719422989092408, 46.67357231734211], [24.719384139702463, 46.673479739955226], [24.719656127341302, 46.67334521734805], [24.719696292028118, 46.67344081450491], [24.719422989092408, 46.67357231734211]]]}",24.71951650745134,46.673482081298474,262.80114070510456,681
681,1324,783,"{'type': 'Polygon', 'coordinates': [[[24.746447439645653, 46.67842293407151], [24.74635445491797, 46.67820101302871], [24.74652109943642, 46.6781178599341], [24.746614083232092, 46.67833987414963], [24.746447439645653, 46.67842293407151]]]}",24.74647690337556,46.67830092305109,380.1899868686555,682
682,1324,784,"{'type': 'Polygon', 'coordinates': [[[24.741362489926594, 46.66936658616655], [24.74128866851646, 46.66919127147262], [24.741453779966992, 46.66910795016215], [24.74152751292728, 46.66928326980035], [24.741362489926594, 46.66936658616655]]]}",24.741398988252783,46.66926313275364,298.3558238539533,683
683,1324,120/1,"{'type': 'Polygon', 'coordinates': [[[24.731178726563183, 46.66784027539046], [24.731375474706656, 46.66774055063125], [24.731412180291432, 46.66782662882217], [24.7312153436269, 46.66792635228787], [24.731178726563183, 46.66784027539046]]]}",24.73127209035027,46.66783481650445,175.13819471955932,684
684,1324,252/2,"{'type': 'Polygon', 'coordinates': [[[24.75973016192884, 46.67902852780685], [24.759672914492192, 46.678891676495425], [24.75989302675027, 46.678778377055366], [24.759950487147854, 46.678915730772474], [24.75973016192884, 46.67902852780685]]]}",24.7597953504496,46.67892856798739,311.82195751657844,685
685,1324,332,"{'type': 'Polygon', 'coordinates': [[[24.737260297233476, 46.670436839611654], [24.737147953097388, 46.67017337958769], [24.737378893608458, 46.67005645444995], [24.7374902481703, 46.670317420221124], [24.737260297233476, 46.670436839611654]]]}",24.73730753786862,46.670284186696406,626.2159911292678,686
686,1324,820/1,"{'type': 'Polygon', 'coordinates': [[[24.74541679216745, 46.67661352490621], [24.745306024093424, 46.676669201304605], [24.745269604037844, 46.676582317885135], [24.745491141014497, 46.67647096487682], [24.745524999397595, 46.676551736631666], [24.74552756113824, 46.67655784743757], [24.74541679216745, 46.67661352490621]]]}",24.745421844859496,46.676579873992594,198.13349475623392,687
687,1324,893,"{'type': 'Polygon', 'coordinates': [[[24.745207418045485, 46.67460591714905], [24.74507493745453, 46.67429312133531], [24.745282649613888, 46.674187753431305], [24.74541521681801, 46.67450065366218], [24.745207418045485, 46.67460591714905]]]}",24.74523752799548,46.674438672545385,671.3122031909465,688
688,1324,892,"{'type': 'Polygon', 'coordinates': [[[24.770636803569502, 46.6878404166088], [24.77056860724604, 46.68767667892085], [24.770744136736813, 46.68758645763318], [24.770771550619124, 46.687572386693745], [24.770841752172807, 46.68773846272662], [24.770813571256195, 46.68775249557573], [24.770636803569502, 46.6878404166088]]]}",24.77071617502429,46.68771533068111,346.5807607412309,689
